image_name,class,width,height
3014.jpg,squamous_cell_carcinoma,768,768
0426.jpg,squamous_cell_carcinoma,768,768
2375.jpg,squamous_cell_carcinoma,768,768
1626.jpg,squamous_cell_carcinoma,768,768
0989.jpg,squamous_cell_carcinoma,768,768
0235.jpg,squamous_cell_carcinoma,768,768
0273.jpg,squamous_cell_carcinoma,768,768
4437.jpg,squamous_cell_carcinoma,768,768
0307.jpg,squamous_cell_carcinoma,768,768
1711.jpg,squamous_cell_carcinoma,768,768
0444.jpg,squamous_cell_carcinoma,768,768
1339.jpg,squamous_cell_carcinoma,768,768
4979.jpg,squamous_cell_carcinoma,768,768
4351.jpg,squamous_cell_carcinoma,768,768
0058.jpg,squamous_cell_carcinoma,768,768
3670.jpg,squamous_cell_carcinoma,768,768
2532.jpg,squamous_cell_carcinoma,768,768
0748.jpg,squamous_cell_carcinoma,768,768
0255.jpg,squamous_cell_carcinoma,768,768
1161.jpg,squamous_cell_carcinoma,768,768
2262.jpg,squamous_cell_carcinoma,768,768
2213.jpg,squamous_cell_carcinoma,768,768
3645.jpg,squamous_cell_carcinoma,768,768
1940.jpg,squamous_cell_carcinoma,768,768
1777.jpg,squamous_cell_carcinoma,768,768
1380.jpg,squamous_cell_carcinoma,768,768
4899.jpg,squamous_cell_carcinoma,768,768
4081.jpg,squamous_cell_carcinoma,768,768
2057.jpg,squamous_cell_carcinoma,768,768
1009.jpg,squamous_cell_carcinoma,768,768
0128.jpg,squamous_cell_carcinoma,768,768
3295.jpg,squamous_cell_carcinoma,768,768
3937.jpg,squamous_cell_carcinoma,768,768
2094.jpg,squamous_cell_carcinoma,768,768
1157.jpg,squamous_cell_carcinoma,768,768
2302.jpg,squamous_cell_carcinoma,768,768
3816.jpg,squamous_cell_carcinoma,768,768
2695.jpg,squamous_cell_carcinoma,768,768
1304.jpg,squamous_cell_carcinoma,768,768
1340.jpg,squamous_cell_carcinoma,768,768
1760.jpg,squamous_cell_carcinoma,768,768
2028.jpg,squamous_cell_carcinoma,768,768
4166.jpg,squamous_cell_carcinoma,768,768
1173.jpg,squamous_cell_carcinoma,768,768
1790.jpg,squamous_cell_carcinoma,768,768
2137.jpg,squamous_cell_carcinoma,768,768
3729.jpg,squamous_cell_carcinoma,768,768
3364.jpg,squamous_cell_carcinoma,768,768
2654.jpg,squamous_cell_carcinoma,768,768
1650.jpg,squamous_cell_carcinoma,768,768
1211.jpg,squamous_cell_carcinoma,768,768
3310.jpg,squamous_cell_carcinoma,768,768
3209.jpg,squamous_cell_carcinoma,768,768
4812.jpg,squamous_cell_carcinoma,768,768
2319.jpg,squamous_cell_carcinoma,768,768
0700.jpg,squamous_cell_carcinoma,768,768
1488.jpg,squamous_cell_carcinoma,768,768
0364.jpg,squamous_cell_carcinoma,768,768
1862.jpg,squamous_cell_carcinoma,768,768
1167.jpg,squamous_cell_carcinoma,768,768
1644.jpg,squamous_cell_carcinoma,768,768
1539.jpg,squamous_cell_carcinoma,768,768
4494.jpg,squamous_cell_carcinoma,768,768
2640.jpg,squamous_cell_carcinoma,768,768
4373.jpg,squamous_cell_carcinoma,768,768
4439.jpg,squamous_cell_carcinoma,768,768
3330.jpg,squamous_cell_carcinoma,768,768
2844.jpg,squamous_cell_carcinoma,768,768
3732.jpg,squamous_cell_carcinoma,768,768
1355.jpg,squamous_cell_carcinoma,768,768
0798.jpg,squamous_cell_carcinoma,768,768
2899.jpg,squamous_cell_carcinoma,768,768
0246.jpg,squamous_cell_carcinoma,768,768
2041.jpg,squamous_cell_carcinoma,768,768
3546.jpg,squamous_cell_carcinoma,768,768
1565.jpg,squamous_cell_carcinoma,768,768
4815.jpg,squamous_cell_carcinoma,768,768
1409.jpg,squamous_cell_carcinoma,768,768
4039.jpg,squamous_cell_carcinoma,768,768
3539.jpg,squamous_cell_carcinoma,768,768
1222.jpg,squamous_cell_carcinoma,768,768
4986.jpg,squamous_cell_carcinoma,768,768
1154.jpg,squamous_cell_carcinoma,768,768
3743.jpg,squamous_cell_carcinoma,768,768
4188.jpg,squamous_cell_carcinoma,768,768
0337.jpg,squamous_cell_carcinoma,768,768
0208.jpg,squamous_cell_carcinoma,768,768
0680.jpg,squamous_cell_carcinoma,768,768
1840.jpg,squamous_cell_carcinoma,768,768
3996.jpg,squamous_cell_carcinoma,768,768
3574.jpg,squamous_cell_carcinoma,768,768
3207.jpg,squamous_cell_carcinoma,768,768
0834.jpg,squamous_cell_carcinoma,768,768
2580.jpg,squamous_cell_carcinoma,768,768
3280.jpg,squamous_cell_carcinoma,768,768
0861.jpg,squamous_cell_carcinoma,768,768
1124.jpg,squamous_cell_carcinoma,768,768
4472.jpg,squamous_cell_carcinoma,768,768
1395.jpg,squamous_cell_carcinoma,768,768
3823.jpg,squamous_cell_carcinoma,768,768
3467.jpg,squamous_cell_carcinoma,768,768
2363.jpg,squamous_cell_carcinoma,768,768
3562.jpg,squamous_cell_carcinoma,768,768
0141.jpg,squamous_cell_carcinoma,768,768
3654.jpg,squamous_cell_carcinoma,768,768
4256.jpg,squamous_cell_carcinoma,768,768
4305.jpg,squamous_cell_carcinoma,768,768
1459.jpg,squamous_cell_carcinoma,768,768
2704.jpg,squamous_cell_carcinoma,768,768
2003.jpg,squamous_cell_carcinoma,768,768
4782.jpg,squamous_cell_carcinoma,768,768
4550.jpg,squamous_cell_carcinoma,768,768
3802.jpg,squamous_cell_carcinoma,768,768
0742.jpg,squamous_cell_carcinoma,768,768
4706.jpg,squamous_cell_carcinoma,768,768
4955.jpg,squamous_cell_carcinoma,768,768
0781.jpg,squamous_cell_carcinoma,768,768
4757.jpg,squamous_cell_carcinoma,768,768
3684.jpg,squamous_cell_carcinoma,768,768
0474.jpg,squamous_cell_carcinoma,768,768
0372.jpg,squamous_cell_carcinoma,768,768
2000.jpg,squamous_cell_carcinoma,768,768
1055.jpg,squamous_cell_carcinoma,768,768
2560.jpg,squamous_cell_carcinoma,768,768
0933.jpg,squamous_cell_carcinoma,768,768
4642.jpg,squamous_cell_carcinoma,768,768
4939.jpg,squamous_cell_carcinoma,768,768
0970.jpg,squamous_cell_carcinoma,768,768
4482.jpg,squamous_cell_carcinoma,768,768
0327.jpg,squamous_cell_carcinoma,768,768
2753.jpg,squamous_cell_carcinoma,768,768
1548.jpg,squamous_cell_carcinoma,768,768
4369.jpg,squamous_cell_carcinoma,768,768
3198.jpg,squamous_cell_carcinoma,768,768
0932.jpg,squamous_cell_carcinoma,768,768
3322.jpg,squamous_cell_carcinoma,768,768
1934.jpg,squamous_cell_carcinoma,768,768
1794.jpg,squamous_cell_carcinoma,768,768
1715.jpg,squamous_cell_carcinoma,768,768
0053.jpg,squamous_cell_carcinoma,768,768
2953.jpg,squamous_cell_carcinoma,768,768
2279.jpg,squamous_cell_carcinoma,768,768
1026.jpg,squamous_cell_carcinoma,768,768
2866.jpg,squamous_cell_carcinoma,768,768
0165.jpg,squamous_cell_carcinoma,768,768
4843.jpg,squamous_cell_carcinoma,768,768
0355.jpg,squamous_cell_carcinoma,768,768
4597.jpg,squamous_cell_carcinoma,768,768
3968.jpg,squamous_cell_carcinoma,768,768
3221.jpg,squamous_cell_carcinoma,768,768
3884.jpg,squamous_cell_carcinoma,768,768
2182.jpg,squamous_cell_carcinoma,768,768
1936.jpg,squamous_cell_carcinoma,768,768
0520.jpg,squamous_cell_carcinoma,768,768
1162.jpg,squamous_cell_carcinoma,768,768
4766.jpg,squamous_cell_carcinoma,768,768
0203.jpg,squamous_cell_carcinoma,768,768
4405.jpg,squamous_cell_carcinoma,768,768
3713.jpg,squamous_cell_carcinoma,768,768
0006.jpg,squamous_cell_carcinoma,768,768
3195.jpg,squamous_cell_carcinoma,768,768
2067.jpg,squamous_cell_carcinoma,768,768
0543.jpg,squamous_cell_carcinoma,768,768
2558.jpg,squamous_cell_carcinoma,768,768
0705.jpg,squamous_cell_carcinoma,768,768
3852.jpg,squamous_cell_carcinoma,768,768
4382.jpg,squamous_cell_carcinoma,768,768
3828.jpg,squamous_cell_carcinoma,768,768
3429.jpg,squamous_cell_carcinoma,768,768
4628.jpg,squamous_cell_carcinoma,768,768
0095.jpg,squamous_cell_carcinoma,768,768
2571.jpg,squamous_cell_carcinoma,768,768
1834.jpg,squamous_cell_carcinoma,768,768
2749.jpg,squamous_cell_carcinoma,768,768
2397.jpg,squamous_cell_carcinoma,768,768
2526.jpg,squamous_cell_carcinoma,768,768
4320.jpg,squamous_cell_carcinoma,768,768
4355.jpg,squamous_cell_carcinoma,768,768
4072.jpg,squamous_cell_carcinoma,768,768
1484.jpg,squamous_cell_carcinoma,768,768
3064.jpg,squamous_cell_carcinoma,768,768
2751.jpg,squamous_cell_carcinoma,768,768
1920.jpg,squamous_cell_carcinoma,768,768
0959.jpg,squamous_cell_carcinoma,768,768
4771.jpg,squamous_cell_carcinoma,768,768
4021.jpg,squamous_cell_carcinoma,768,768
4303.jpg,squamous_cell_carcinoma,768,768
2748.jpg,squamous_cell_carcinoma,768,768
1702.jpg,squamous_cell_carcinoma,768,768
3494.jpg,squamous_cell_carcinoma,768,768
2510.jpg,squamous_cell_carcinoma,768,768
4611.jpg,squamous_cell_carcinoma,768,768
3366.jpg,squamous_cell_carcinoma,768,768
3851.jpg,squamous_cell_carcinoma,768,768
1010.jpg,squamous_cell_carcinoma,768,768
3577.jpg,squamous_cell_carcinoma,768,768
2743.jpg,squamous_cell_carcinoma,768,768
4190.jpg,squamous_cell_carcinoma,768,768
4476.jpg,squamous_cell_carcinoma,768,768
2852.jpg,squamous_cell_carcinoma,768,768
4896.jpg,squamous_cell_carcinoma,768,768
1451.jpg,squamous_cell_carcinoma,768,768
4033.jpg,squamous_cell_carcinoma,768,768
2719.jpg,squamous_cell_carcinoma,768,768
2486.jpg,squamous_cell_carcinoma,768,768
1025.jpg,squamous_cell_carcinoma,768,768
3534.jpg,squamous_cell_carcinoma,768,768
3724.jpg,squamous_cell_carcinoma,768,768
2444.jpg,squamous_cell_carcinoma,768,768
3085.jpg,squamous_cell_carcinoma,768,768
4361.jpg,squamous_cell_carcinoma,768,768
1343.jpg,squamous_cell_carcinoma,768,768
1579.jpg,squamous_cell_carcinoma,768,768
1774.jpg,squamous_cell_carcinoma,768,768
3347.jpg,squamous_cell_carcinoma,768,768
2403.jpg,squamous_cell_carcinoma,768,768
0801.jpg,squamous_cell_carcinoma,768,768
4528.jpg,squamous_cell_carcinoma,768,768
0070.jpg,squamous_cell_carcinoma,768,768
2626.jpg,squamous_cell_carcinoma,768,768
3497.jpg,squamous_cell_carcinoma,768,768
2982.jpg,squamous_cell_carcinoma,768,768
0436.jpg,squamous_cell_carcinoma,768,768
0155.jpg,squamous_cell_carcinoma,768,768
0710.jpg,squamous_cell_carcinoma,768,768
2716.jpg,squamous_cell_carcinoma,768,768
3260.jpg,squamous_cell_carcinoma,768,768
3708.jpg,squamous_cell_carcinoma,768,768
0559.jpg,squamous_cell_carcinoma,768,768
4161.jpg,squamous_cell_carcinoma,768,768
0092.jpg,squamous_cell_carcinoma,768,768
3382.jpg,squamous_cell_carcinoma,768,768
4179.jpg,squamous_cell_carcinoma,768,768
1473.jpg,squamous_cell_carcinoma,768,768
3616.jpg,squamous_cell_carcinoma,768,768
0057.jpg,squamous_cell_carcinoma,768,768
4379.jpg,squamous_cell_carcinoma,768,768
3990.jpg,squamous_cell_carcinoma,768,768
4016.jpg,squamous_cell_carcinoma,768,768
2178.jpg,squamous_cell_carcinoma,768,768
0450.jpg,squamous_cell_carcinoma,768,768
3769.jpg,squamous_cell_carcinoma,768,768
1669.jpg,squamous_cell_carcinoma,768,768
4268.jpg,squamous_cell_carcinoma,768,768
0699.jpg,squamous_cell_carcinoma,768,768
2673.jpg,squamous_cell_carcinoma,768,768
4833.jpg,squamous_cell_carcinoma,768,768
1815.jpg,squamous_cell_carcinoma,768,768
0814.jpg,squamous_cell_carcinoma,768,768
4523.jpg,squamous_cell_carcinoma,768,768
2643.jpg,squamous_cell_carcinoma,768,768
4076.jpg,squamous_cell_carcinoma,768,768
0240.jpg,squamous_cell_carcinoma,768,768
1746.jpg,squamous_cell_carcinoma,768,768
2271.jpg,squamous_cell_carcinoma,768,768
0044.jpg,squamous_cell_carcinoma,768,768
2517.jpg,squamous_cell_carcinoma,768,768
4035.jpg,squamous_cell_carcinoma,768,768
1905.jpg,squamous_cell_carcinoma,768,768
0862.jpg,squamous_cell_carcinoma,768,768
4735.jpg,squamous_cell_carcinoma,768,768
2087.jpg,squamous_cell_carcinoma,768,768
1058.jpg,squamous_cell_carcinoma,768,768
0078.jpg,squamous_cell_carcinoma,768,768
1498.jpg,squamous_cell_carcinoma,768,768
3431.jpg,squamous_cell_carcinoma,768,768
1166.jpg,squamous_cell_carcinoma,768,768
1812.jpg,squamous_cell_carcinoma,768,768
1601.jpg,squamous_cell_carcinoma,768,768
3010.jpg,squamous_cell_carcinoma,768,768
1443.jpg,squamous_cell_carcinoma,768,768
2174.jpg,squamous_cell_carcinoma,768,768
0091.jpg,squamous_cell_carcinoma,768,768
2997.jpg,squamous_cell_carcinoma,768,768
4005.jpg,squamous_cell_carcinoma,768,768
3323.jpg,squamous_cell_carcinoma,768,768
3682.jpg,squamous_cell_carcinoma,768,768
0533.jpg,squamous_cell_carcinoma,768,768
2150.jpg,squamous_cell_carcinoma,768,768
0506.jpg,squamous_cell_carcinoma,768,768
0011.jpg,squamous_cell_carcinoma,768,768
4028.jpg,squamous_cell_carcinoma,768,768
2394.jpg,squamous_cell_carcinoma,768,768
1559.jpg,squamous_cell_carcinoma,768,768
4596.jpg,squamous_cell_carcinoma,768,768
2809.jpg,squamous_cell_carcinoma,768,768
2530.jpg,squamous_cell_carcinoma,768,768
2922.jpg,squamous_cell_carcinoma,768,768
3493.jpg,squamous_cell_carcinoma,768,768
4443.jpg,squamous_cell_carcinoma,768,768
1101.jpg,squamous_cell_carcinoma,768,768
0714.jpg,squamous_cell_carcinoma,768,768
4038.jpg,squamous_cell_carcinoma,768,768
2897.jpg,squamous_cell_carcinoma,768,768
0654.jpg,squamous_cell_carcinoma,768,768
4300.jpg,squamous_cell_carcinoma,768,768
2789.jpg,squamous_cell_carcinoma,768,768
1327.jpg,squamous_cell_carcinoma,768,768
1781.jpg,squamous_cell_carcinoma,768,768
4749.jpg,squamous_cell_carcinoma,768,768
4077.jpg,squamous_cell_carcinoma,768,768
3318.jpg,squamous_cell_carcinoma,768,768
0404.jpg,squamous_cell_carcinoma,768,768
1097.jpg,squamous_cell_carcinoma,768,768
4307.jpg,squamous_cell_carcinoma,768,768
4526.jpg,squamous_cell_carcinoma,768,768
2552.jpg,squamous_cell_carcinoma,768,768
3011.jpg,squamous_cell_carcinoma,768,768
0171.jpg,squamous_cell_carcinoma,768,768
1376.jpg,squamous_cell_carcinoma,768,768
2655.jpg,squamous_cell_carcinoma,768,768
0841.jpg,squamous_cell_carcinoma,768,768
3164.jpg,squamous_cell_carcinoma,768,768
2204.jpg,squamous_cell_carcinoma,768,768
4228.jpg,squamous_cell_carcinoma,768,768
3887.jpg,squamous_cell_carcinoma,768,768
0410.jpg,squamous_cell_carcinoma,768,768
0871.jpg,squamous_cell_carcinoma,768,768
0622.jpg,squamous_cell_carcinoma,768,768
2573.jpg,squamous_cell_carcinoma,768,768
0184.jpg,squamous_cell_carcinoma,768,768
1297.jpg,squamous_cell_carcinoma,768,768
2011.jpg,squamous_cell_carcinoma,768,768
2131.jpg,squamous_cell_carcinoma,768,768
1478.jpg,squamous_cell_carcinoma,768,768
4635.jpg,squamous_cell_carcinoma,768,768
2471.jpg,squamous_cell_carcinoma,768,768
4277.jpg,squamous_cell_carcinoma,768,768
1413.jpg,squamous_cell_carcinoma,768,768
4306.jpg,squamous_cell_carcinoma,768,768
1604.jpg,squamous_cell_carcinoma,768,768
2476.jpg,squamous_cell_carcinoma,768,768
2984.jpg,squamous_cell_carcinoma,768,768
2928.jpg,squamous_cell_carcinoma,768,768
0056.jpg,squamous_cell_carcinoma,768,768
2470.jpg,squamous_cell_carcinoma,768,768
2608.jpg,squamous_cell_carcinoma,768,768
0019.jpg,squamous_cell_carcinoma,768,768
2595.jpg,squamous_cell_carcinoma,768,768
4357.jpg,squamous_cell_carcinoma,768,768
1129.jpg,squamous_cell_carcinoma,768,768
0008.jpg,squamous_cell_carcinoma,768,768
2501.jpg,squamous_cell_carcinoma,768,768
4825.jpg,squamous_cell_carcinoma,768,768
2323.jpg,squamous_cell_carcinoma,768,768
2627.jpg,squamous_cell_carcinoma,768,768
4743.jpg,squamous_cell_carcinoma,768,768
1655.jpg,squamous_cell_carcinoma,768,768
4447.jpg,squamous_cell_carcinoma,768,768
3755.jpg,squamous_cell_carcinoma,768,768
0934.jpg,squamous_cell_carcinoma,768,768
3730.jpg,squamous_cell_carcinoma,768,768
2795.jpg,squamous_cell_carcinoma,768,768
1144.jpg,squamous_cell_carcinoma,768,768
4853.jpg,squamous_cell_carcinoma,768,768
0318.jpg,squamous_cell_carcinoma,768,768
1716.jpg,squamous_cell_carcinoma,768,768
3522.jpg,squamous_cell_carcinoma,768,768
3620.jpg,squamous_cell_carcinoma,768,768
3037.jpg,squamous_cell_carcinoma,768,768
3305.jpg,squamous_cell_carcinoma,768,768
4539.jpg,squamous_cell_carcinoma,768,768
3284.jpg,squamous_cell_carcinoma,768,768
3243.jpg,squamous_cell_carcinoma,768,768
2282.jpg,squamous_cell_carcinoma,768,768
3395.jpg,squamous_cell_carcinoma,768,768
4066.jpg,squamous_cell_carcinoma,768,768
3302.jpg,squamous_cell_carcinoma,768,768
3726.jpg,squamous_cell_carcinoma,768,768
4525.jpg,squamous_cell_carcinoma,768,768
4338.jpg,squamous_cell_carcinoma,768,768
4008.jpg,squamous_cell_carcinoma,768,768
4004.jpg,squamous_cell_carcinoma,768,768
4295.jpg,squamous_cell_carcinoma,768,768
3768.jpg,squamous_cell_carcinoma,768,768
0154.jpg,squamous_cell_carcinoma,768,768
4074.jpg,squamous_cell_carcinoma,768,768
2698.jpg,squamous_cell_carcinoma,768,768
0429.jpg,squamous_cell_carcinoma,768,768
3623.jpg,squamous_cell_carcinoma,768,768
4215.jpg,squamous_cell_carcinoma,768,768
1032.jpg,squamous_cell_carcinoma,768,768
4742.jpg,squamous_cell_carcinoma,768,768
4027.jpg,squamous_cell_carcinoma,768,768
3218.jpg,squamous_cell_carcinoma,768,768
4578.jpg,squamous_cell_carcinoma,768,768
2338.jpg,squamous_cell_carcinoma,768,768
4882.jpg,squamous_cell_carcinoma,768,768
3461.jpg,squamous_cell_carcinoma,768,768
2460.jpg,squamous_cell_carcinoma,768,768
4715.jpg,squamous_cell_carcinoma,768,768
4958.jpg,squamous_cell_carcinoma,768,768
2902.jpg,squamous_cell_carcinoma,768,768
3430.jpg,squamous_cell_carcinoma,768,768
3058.jpg,squamous_cell_carcinoma,768,768
3949.jpg,squamous_cell_carcinoma,768,768
1709.jpg,squamous_cell_carcinoma,768,768
0116.jpg,squamous_cell_carcinoma,768,768
4090.jpg,squamous_cell_carcinoma,768,768
2998.jpg,squamous_cell_carcinoma,768,768
2725.jpg,squamous_cell_carcinoma,768,768
3465.jpg,squamous_cell_carcinoma,768,768
2625.jpg,squamous_cell_carcinoma,768,768
2505.jpg,squamous_cell_carcinoma,768,768
0647.jpg,squamous_cell_carcinoma,768,768
0958.jpg,squamous_cell_carcinoma,768,768
0917.jpg,squamous_cell_carcinoma,768,768
2020.jpg,squamous_cell_carcinoma,768,768
1125.jpg,squamous_cell_carcinoma,768,768
1331.jpg,squamous_cell_carcinoma,768,768
4334.jpg,squamous_cell_carcinoma,768,768
4189.jpg,squamous_cell_carcinoma,768,768
3242.jpg,squamous_cell_carcinoma,768,768
4889.jpg,squamous_cell_carcinoma,768,768
4324.jpg,squamous_cell_carcinoma,768,768
3975.jpg,squamous_cell_carcinoma,768,768
2587.jpg,squamous_cell_carcinoma,768,768
0061.jpg,squamous_cell_carcinoma,768,768
0879.jpg,squamous_cell_carcinoma,768,768
4053.jpg,squamous_cell_carcinoma,768,768
3298.jpg,squamous_cell_carcinoma,768,768
3885.jpg,squamous_cell_carcinoma,768,768
0431.jpg,squamous_cell_carcinoma,768,768
2457.jpg,squamous_cell_carcinoma,768,768
3722.jpg,squamous_cell_carcinoma,768,768
2537.jpg,squamous_cell_carcinoma,768,768
4646.jpg,squamous_cell_carcinoma,768,768
3976.jpg,squamous_cell_carcinoma,768,768
2633.jpg,squamous_cell_carcinoma,768,768
0875.jpg,squamous_cell_carcinoma,768,768
3358.jpg,squamous_cell_carcinoma,768,768
3114.jpg,squamous_cell_carcinoma,768,768
1424.jpg,squamous_cell_carcinoma,768,768
3303.jpg,squamous_cell_carcinoma,768,768
3377.jpg,squamous_cell_carcinoma,768,768
4492.jpg,squamous_cell_carcinoma,768,768
2842.jpg,squamous_cell_carcinoma,768,768
0082.jpg,squamous_cell_carcinoma,768,768
3935.jpg,squamous_cell_carcinoma,768,768
2186.jpg,squamous_cell_carcinoma,768,768
3288.jpg,squamous_cell_carcinoma,768,768
3030.jpg,squamous_cell_carcinoma,768,768
1037.jpg,squamous_cell_carcinoma,768,768
4823.jpg,squamous_cell_carcinoma,768,768
0817.jpg,squamous_cell_carcinoma,768,768
1089.jpg,squamous_cell_carcinoma,768,768
3981.jpg,squamous_cell_carcinoma,768,768
0663.jpg,squamous_cell_carcinoma,768,768
1136.jpg,squamous_cell_carcinoma,768,768
4057.jpg,squamous_cell_carcinoma,768,768
3941.jpg,squamous_cell_carcinoma,768,768
2091.jpg,squamous_cell_carcinoma,768,768
4404.jpg,squamous_cell_carcinoma,768,768
3751.jpg,squamous_cell_carcinoma,768,768
3394.jpg,squamous_cell_carcinoma,768,768
3179.jpg,squamous_cell_carcinoma,768,768
2890.jpg,squamous_cell_carcinoma,768,768
1171.jpg,squamous_cell_carcinoma,768,768
1387.jpg,squamous_cell_carcinoma,768,768
2564.jpg,squamous_cell_carcinoma,768,768
1744.jpg,squamous_cell_carcinoma,768,768
1391.jpg,squamous_cell_carcinoma,768,768
1795.jpg,squamous_cell_carcinoma,768,768
2475.jpg,squamous_cell_carcinoma,768,768
3016.jpg,squamous_cell_carcinoma,768,768
3543.jpg,squamous_cell_carcinoma,768,768
3566.jpg,squamous_cell_carcinoma,768,768
3109.jpg,squamous_cell_carcinoma,768,768
0856.jpg,squamous_cell_carcinoma,768,768
2555.jpg,squamous_cell_carcinoma,768,768
2596.jpg,squamous_cell_carcinoma,768,768
3215.jpg,squamous_cell_carcinoma,768,768
2168.jpg,squamous_cell_carcinoma,768,768
1134.jpg,squamous_cell_carcinoma,768,768
3119.jpg,squamous_cell_carcinoma,768,768
1389.jpg,squamous_cell_carcinoma,768,768
1475.jpg,squamous_cell_carcinoma,768,768
2237.jpg,squamous_cell_carcinoma,768,768
0207.jpg,squamous_cell_carcinoma,768,768
0626.jpg,squamous_cell_carcinoma,768,768
1554.jpg,squamous_cell_carcinoma,768,768
2139.jpg,squamous_cell_carcinoma,768,768
1243.jpg,squamous_cell_carcinoma,768,768
4982.jpg,squamous_cell_carcinoma,768,768
3017.jpg,squamous_cell_carcinoma,768,768
3122.jpg,squamous_cell_carcinoma,768,768
1499.jpg,squamous_cell_carcinoma,768,768
2993.jpg,squamous_cell_carcinoma,768,768
3791.jpg,squamous_cell_carcinoma,768,768
2782.jpg,squamous_cell_carcinoma,768,768
0178.jpg,squamous_cell_carcinoma,768,768
3488.jpg,squamous_cell_carcinoma,768,768
0107.jpg,squamous_cell_carcinoma,768,768
2812.jpg,squamous_cell_carcinoma,768,768
2681.jpg,squamous_cell_carcinoma,768,768
2718.jpg,squamous_cell_carcinoma,768,768
4517.jpg,squamous_cell_carcinoma,768,768
2417.jpg,squamous_cell_carcinoma,768,768
1002.jpg,squamous_cell_carcinoma,768,768
4251.jpg,squamous_cell_carcinoma,768,768
3808.jpg,squamous_cell_carcinoma,768,768
2391.jpg,squamous_cell_carcinoma,768,768
1172.jpg,squamous_cell_carcinoma,768,768
0887.jpg,squamous_cell_carcinoma,768,768
4206.jpg,squamous_cell_carcinoma,768,768
2980.jpg,squamous_cell_carcinoma,768,768
0067.jpg,squamous_cell_carcinoma,768,768
1527.jpg,squamous_cell_carcinoma,768,768
3656.jpg,squamous_cell_carcinoma,768,768
4805.jpg,squamous_cell_carcinoma,768,768
2696.jpg,squamous_cell_carcinoma,768,768
2874.jpg,squamous_cell_carcinoma,768,768
4137.jpg,squamous_cell_carcinoma,768,768
2183.jpg,squamous_cell_carcinoma,768,768
